conf,session,speaker,move_name,names_anyone,names_other,named_person,rule_fired,explanation
2022MND,2022_04_07_MND_S1,Kaisong (Calvin) He,extends_existing_idea,True,True,Judith Eisen,named_speaker,Calvin briefly extends Judith's point about fenestrated sites by mentioning their openness to metabolites.
2022MND,2022_04_07_MND_S1,Judith Eisen,extends_existing_idea,True,False,,on_table_idea,"Judith completes Calvin's thought, confirming the connection to the gut."
2022MND,2022_04_07_MND_S1,Kaisong (Calvin) He,critiques_or_challenges,False,False,,on_table_idea,Calvin raises a methodological challenge regarding the difficulty of tracking migrating IgA cells.
2022MND,2022_04_07_MND_S1,Leah Pyter,redirects_idea,True,False,,on_table_idea,Leah redirects the focus from systemic plasma metabolites to localized signaling.
2022MND,2022_04_07_MND_S1,Judith Eisen,extends_existing_idea,True,False,,on_table_idea,Judith extends the discussion on signaling pathways.
2022MND,2022_04_07_MND_S1,Kaisong (Calvin) He,extends_existing_idea,False,False,,nearest_prior,Calvin briefly extends the idea by mentioning iron composition as a lower-level signal.
2022MND,2022_04_07_MND_S1,Judith Eisen,synthesizes_contributions,True,False,,on_table_idea,"Judith synthesizes the various proposed pathways (neural, immune, humoral) into a comprehensive view of how gut signals might reach the brain."
2022MND,2022_04_07_MND_S1,Leah Pyter,extends_existing_idea,True,False,,on_table_idea,Leah extends the idea by explaining how the immune system's propagation mechanism can carry signals to the brain.
2022MND,2022_04_07_MND_S1,Leah Pyter,extends_existing_idea,True,False,,on_table_idea,Leah extends the ongoing discussion about how metabolites or toxins might reach the brain in sufficient concentrations to affect behavior.
2022MND,2022_04_07_MND_S1,Judith Eisen,returns_to_earlier_idea,True,True,Aaron Longbrake,on_table_idea,Judith explicitly references a question raised earlier by Aaron to refocus the discussion on model systems.
2022MND,2022_04_07_MND_S1,Mike O'Donnell,extends_existing_idea,True,True,Elizabeth Bess,named_speaker,Mike builds on Elizabeth's idea of probes by suggesting chemical probes (azide sugars) to label bacteria.
2022MND,2022_04_07_MND_S1,Mike O'Donnell,extends_existing_idea,True,False,,on_table_idea,Mike reiterates and expands on his idea of using chemical probes to identify specific bacteria.
2022MND,2022_04_07_MND_S1,Elizabeth Bess,raises_concern,True,False,,on_table_idea,Elizabeth raises a methodological concern about the stability and metabolism of the chemical probe in vivo.
2022MND,2022_04_07_MND_S1,Lisa Ryno,synthesizes_contributions,True,False,,nearest_prior,Lisa synthesizes the previous discussion into a framework of moving from reductionist to complex models.
2022MND,2022_04_07_MND_S1,Leah Pyter,raises_concern,True,False,,nearest_prior,Leah raises a concern about the difficulty of translating findings from germ-free to conventional models.
2022MND,2022_04_07_MND_S1,Leah Pyter,extends_existing_idea,True,False,,nearest_prior,Leah extends the methodological discussion by suggesting antibiotic pre-treatment as an intermediate step.
2022MND,2022_04_07_MND_S1,Elizabeth Bess,connects_methods,True,False,,on_table_idea,Elizabeth connects the engineering capability of biosensors to the biological need of measuring gut neurotransmitters.
2022MND,2022_04_07_MND_S1,Aida Ebrahimi,extends_existing_idea,True,True,Elizabeth Bess,named_speaker,Aida extends Elizabeth's idea by proposing ingestible smart capsules as the specific vehicle for the biosensors.
2022MND,2022_04_07_MND_S1,Judith Eisen,extends_existing_idea,True,True,Elizabeth Bess,named_speaker,Judith builds on Elizabeth's earlier idea of monitoring metabolites in the gut.
2022MND,2022_04_07_MND_S1,Mike O'Donnell,raises_concern,False,False,,nearest_prior,He raises a concern about the conservatism of NIH funding and its impact on junior faculty.
2022MND,2022_04_07_MND_S1,Judith Eisen,raises_concern,False,False,,on_table_idea,She highlights the risk of a single reviewer tanking a proposal on an NIH panel.
2022MND,2022_04_07_MND_S1,Judith Eisen,extends_existing_idea,True,True,Mike O'Donnell,named_speaker,Judith prompts Mike to continue his thought about study sections.
2022MND,2022_04_07_MND_S1,Mike O'Donnell,raises_concern,False,False,,nearest_prior,He emphasizes the severe disadvantage of presenting unconventional methods to conservative panels.
2022MND,2022_04_07_MND_S1,Elizabeth Bess,raises_concern,False,False,,nearest_prior,She points out the limitation that crowdfunding works better for disease-specific research than basic science.
2022MND,2022_04_07_MND_S1,Judith Eisen,raises_concern,False,False,,nearest_prior,She highlights the difficulty of applying traditional knockout methods to complex microbial communities.
2022MND,2022_04_07_MND_S1,Judith Eisen,critiques_or_challenges,True,False,,nearest_prior,"Judith critiques the current funding climate's bias against foundational, hypothesis-generating work."
2022MND,2022_04_07_MND_S2,Rima kaddurah daouk,extends_existing_idea,True,False,,nearest_prior,Rima highlights specific challenges within the framed topic.
2022MND,2022_04_07_MND_S2,Barbara Bendlin,synthesizes_contributions,True,True,Rima kaddurah daouk,named_speaker,Barbara summarizes the value of Rima's contribution to the group's shared understanding.
2022MND,2022_04_07_MND_S2,Mei Shen,connects_methods,True,False,,on_table_idea,Mei connects her methodological expertise in electrochemistry and brain probes to the biological challenge of monitoring the gut.
2022MND,2022_04_07_MND_S2,Stephanie Cologna,raises_concern,True,False,,on_table_idea,Stephanie points out a significant technological limitation in the field.
2022MND,2022_04_07_MND_S2,Stephanie Cologna,redirects_idea,False,False,,nearest_prior,She encourages the group to broaden their thinking beyond known molecules to the vast unknown space.
2022MND,2022_04_07_MND_S2,Ukpong Eyo,synthesizes_contributions,True,True,Stephanie Cologna,named_speaker,Ukpong synthesizes Stephanie's point to confirm his understanding of the limitation of blood measurements.
2022MND,2022_04_07_MND_S2,Stephanie Cologna,extends_existing_idea,False,False,,nearest_prior,Builds on the imaging idea by pointing out that the readout depends on the specific sensor or probe used.
2022MND,2022_04_07_MND_S2,Ashley Ross,combines_ideas,False,False,,on_table_idea,Proposes integrating multiple distinct measurement technologies to get a holistic picture.
2022MND,2022_04_07_MND_S2,Harris Wang,extends_existing_idea,False,False,,nearest_prior,Expands the measurement discussion to include the importance of baseline and longitudinal variations.
2022MND,2022_04_07_MND_S2,Heather Bean,critiques_or_challenges,False,False,,on_table_idea,Challenges the integration of these methods by pointing out the vast differences in their inherent response times.
2022MND,2022_04_07_MND_S2,Stephanie Cologna,returns_to_earlier_idea,True,True,Harris Wang,named_speaker,Connects the current point back to a previous contribution by Harris.
2022MND,2022_04_07_MND_S2,Rima kaddurah daouk,extends_existing_idea,False,False,,on_table_idea,Expands the idea to include indirect ripple effects on other organs and the immune system.
2022MND,2022_04_07_MND_S2,Kai Zhang,extends_existing_idea,False,False,,on_table_idea,"Builds on the atlas idea by contrasting it with the stable genome, emphasizing its dynamic and personal nature."
2022MND,2022_04_07_MND_S2,Rima kaddurah daouk,synthesizes_contributions,False,False,,nearest_prior,Synthesizes the discussion of tracking exposures into a concise phrase.
2022MND,2022_04_07_MND_S2,Rima kaddurah daouk,resolves_contradiction,True,True,Heather Bean,named_speaker,Reconciles Heather's point about fluctuation with her own point about a stable metabolic identity.
2022MND,2022_04_07_MND_S2,Barbara Bendlin,raises_concern,False,False,,on_table_idea,Points out a potential ethical/privacy issue based on the unique identity concept.
2022MND,2022_04_07_MND_S2,Barbara Bendlin,redirects_idea,False,False,,on_table_idea,Steers the conversation back to the topic of sensors.
2022MND,2022_04_07_MND_S2,Ashley Ross,raises_concern,False,False,,on_table_idea,Highlights the challenge of selectivity when trying to measure peptides.
2022MND,2022_04_07_MND_S2,Ukpong Eyo,redirects_idea,False,False,,nearest_prior,Shifts the focus from blood/breath back to measuring the brain directly.
2022MND,2022_04_07_MND_S2,Rima kaddurah daouk,critiques_or_challenges,False,False,,nearest_prior,Challenges the utility of CSF compared to blood for reflecting brain changes.
2022MND,2022_04_07_MND_S2,Ukpong Eyo,critiques_or_challenges,True,False,,on_table_idea,Ukpong points out a limitation of measuring metabolites in the blood regarding spatial resolution.
2022MND,2022_04_07_MND_S2,Ashley Ross,raises_concern,False,False,,on_table_idea,She immediately notes the limitation of her own method.
2022MND,2022_04_07_MND_S2,Kai Zhang,synthesizes_contributions,True,True,Ashley Ross,named_speaker,Kai synthesizes previous points about blood as a proxy and Ashley's use of redox potential.
2022MND,2022_04_07_MND_S2,Rima kaddurah daouk,extends_existing_idea,False,False,,on_table_idea,"Extends the perturbation idea to diet, exercise, and gut microbiome challenges."
2022MND,2022_04_07_MND_S2,Rima kaddurah daouk,synthesizes_contributions,True,True,Ashley Ross,named_speaker,Synthesizes the use of electrochemistry (Mei/Ashley's work) with mass spectrometry (her work) for a comprehensive view.
2022MND,2022_04_07_MND_S2,Ukpong Eyo,critiques_or_challenges,True,False,,on_table_idea,Ukpong challenges the assumption that blood is a sufficient proxy for brain metabolism due to the blood-brain barrier.
2022MND,2022_04_07_MND_S2,Barbara Bendlin,resolves_contradiction,True,True,Ukpong Eyo,named_speaker,Suggests combining methods to overcome the limitation Ukpong raised.
2022MND,2022_04_07_MND_S2,Barbara Bendlin,extends_existing_idea,False,False,,on_table_idea,Adds the complexity of neurodegenerative disease where neurons might not respond to metabolites even if present.
2022MND,2022_04_07_MND_S2,Kai Zhang,extends_existing_idea,True,False,,on_table_idea,Kai builds on the previous discussion by suggesting that defining an atlas will help identify the best metabolites to measure.
2022MND,2022_04_07_MND_S2,Ashley Ross,extends_existing_idea,True,True,Kai Zhang,named_speaker,Ashley builds on Kai's idea by adding personalized medicine and targeted therapies as applications.
2022MND,2022_04_07_MND_S2,Rima kaddurah daouk,connects_methods,True,False,,on_table_idea,Rima explicitly connects metabolomics with neuroimaging techniques.
2022MND,2022_04_07_MND_S2,Stephanie Cologna,raises_concern,True,False,,on_table_idea,Stephanie raises a concern about collecting data without a clear clinical use case.
2022MND,2022_04_07_MND_S2,Harris Wang,extends_existing_idea,True,False,,on_table_idea,"Harris builds on the discussion by suggesting they focus on identifying the most informative, orthogonal metabolites."
2022MND,2022_04_07_MND_S2,Harris Wang,extends_existing_idea,True,False,,on_table_idea,Harris completes his thought on finding scalable technologies for the identified metabolites.
2022MND,2022_04_07_MND_S2,Mei Shen,extends_existing_idea,True,True,Harris Wang,named_speaker,Mei builds on Harris's point by emphasizing the need for a database to distinguish between diseases with similar symptoms.
2022MND,2022_04_07_MND_S2,Mei Shen,synthesizes_contributions,True,True,Harris Wang,named_speaker,Mei connects the need for a database back to Harris's point about baseline surveying.
2022MND,2022_04_07_MND_S2,Harris Wang,extends_existing_idea,True,False,,on_table_idea,Harris extends the idea of the database to improving clinical scoring and stratifying patient cohorts.
2022MND,2022_04_07_MND_S2,Kai Zhang,synthesizes_contributions,True,False,,nearest_prior,Kai summarizes the main categories of questions the group discussed.
2022MND,2022_04_07_MND_S2,Barbara Bendlin,extends_existing_idea,True,True,Kai Zhang,named_speaker,Barbara adds another dimension to the summary Kai just provided.
2022MND,2022_04_07_MND_S2,Kai Zhang,synthesizes_contributions,True,False,,on_table_idea,Kai synthesizes the group's extensive discussion into a coherent summary.
2022MND,2022_04_07_MND_S2,Barbara Bendlin,critiques_or_challenges,True,True,Kai Zhang,named_speaker,Barbara gently corrects Kai's summary to ensure it reflects the nuance of their discussion.
2022MND,2022_04_07_MND_S2,Barbara Bendlin,synthesizes_contributions,True,False,,on_table_idea,Barbara adds a missing piece to the summary regarding brain measurements.
2022MND,2022_04_07_MND_S2,Rima kaddurah daouk,synthesizes_contributions,True,False,,on_table_idea,Rima provides a comprehensive summary of their debate regarding different biological matrices.
2022MND,2022_04_07_MND_S2,Mei Shen,returns_to_earlier_idea,True,False,,nearest_prior,Mei reminds them to include a specific point they had discussed earlier.
2022MND,2022_04_07_MND_S2,Kai Zhang,synthesizes_contributions,True,True,Mei Shen,named_speaker,Kai adds Mei's point to the summary list.
2022MND,2022_04_07_MND_S3,Ali Keshavarzian,extends_existing_idea,True,True,Annika Barber,unresolved,"Ali builds on Annika's point about feeding times, extending it to a broader principle that the timing of any environmental exposure is critical."
2022MND,2022_04_07_MND_S3,JP Yu,raises_concern,True,False,,nearest_prior,JP highlights a significant methodological challenge in studying dynamic metabolic fluctuations.
